,prolificID,condition,CF_question,agreement,animacy
639,5d7e9b0248cee3001cd13922,animate_rational,Q2,100,True
640,5c16ba53d47b0000014a912b,animate_rational,Q2,69,True
641,5f61bbe3c18cc915aac68b32,animate_rational,Q2,97,True
642,60c7db5d4ce6244827614145,animate_rational,Q2,61,True
643,60fd93ae8c2efec664e76040,animate_rational,Q2,71,True
644,60b6c11e2d8233a14e97ccd9,animate_rational,Q2,62,True
645,5f782504951dda38db3ef0b6,animate_rational,Q2,50,True
646,5f3dec9a4c8ba4213fd77b05,animate_rational,Q2,96,True
647,56b12c0e9f1826000cbcc76c,animate_rational,Q2,70,True
648,60bf95507d0a9dbad3f3ef16,animate_rational,Q2,68,True
649,5e8988570d7d0a61d2fd33a0,animate_rational,Q2,44,True
650,5b9110223366db0001157e7d,animate_rational,Q2,64,True
651,5da099021bab99001257d793,animate_rational,Q2,79,True
652,5e9ccdb28e7d581f1b4960de,animate_rational,Q2,100,True
653,5c42457e848dbb000157f052,animate_rational,Q2,67,True
654,5c3d5129a9bfb4000168e299,animate_rational,Q2,100,True
655,570570eb61ab6a0010d484d0,animate_rational,Q2,100,True
656,5f2ee033cae8722962262c5b,animate_rational,Q2,67,True
657,5bf8576a213d45000163b5ab,animate_rational,Q2,94,True
658,572f897aad13160009008979,animate_rational,Q2,100,True
659,609867b0b776ee0e3d256324,animate_rational,Q2,100,True
660,5eda4bab334f1b629cbc89db,animate_rational,Q2,80,True
661,61724f7168d0cd347091814d,animate_rational,Q2,61,True
662,5f0dcffd6174720907882f5e,animate_rational,Q2,75,True
663,572d2656109ab6000f514e48,animate_rational,Q2,100,True
664,54ccac0dfdf99b3a7712573d,animate_rational,Q2,4,True
665,6172f9bf1c90302309a07d38,animate_rational,Q2,67,True
666,5b44292f99da270001bd3f53,animate_rational,Q2,76,True
667,5dad865e32175a0014451b20,animate_rational,Q2,59,True
668,60ca10a7cf189324ef74e883,animate_rational,Q2,70,True
669,60509daef8b0b75f7777da23,animate_rational,Q2,100,True
670,5e2d51e29247f434c01906a3,animate_rational,Q2,72,True
671,5d7c49ec90d1320001d7cbc7,animate_rational,Q2,81,True
672,5d192aef6be726001a39d2f3,animate_rational,Q2,69,True
673,5e6003da868950348ea8cdec,animate_rational,Q2,92,True
674,5edd4c9516627fa5965e746e,animate_rational,Q2,84,True
675,5d9936b6d3e4fe035f4f8e63,animate_rational,Q2,100,True
676,60bd24763d198483bf34a453,animate_rational,Q2,77,True
677,5b83093a3c137500019982b6,animate_rational,Q2,100,True
678,6020817e6706506bebee2f8a,animate_rational,Q2,100,True
679,6156f128eb53eefc13f8df66,animate_rational,Q2,1,True
680,5d5ab9dac4866400012bcde2,animate_rational,Q2,42,True
681,603f6ea3c439b514c173633d,animate_rational,Q2,0,True
682,61251ca171a6f3818ec381d7,animate_rational,Q2,71,True
683,5b0881a82e75960001b8b505,animate_rational,Q2,100,True
684,5bc9e924e642db0001d3a1c5,animate_rational,Q2,51,True
685,5f86e6019a0cbc03afd4ac20,animate_rational,Q2,90,True
686,5f345b72710476368f1bc455,animate_moral,Q2,97,True
687,613e2936fdb212342daee195,animate_moral,Q2,47,True
688,5f61ba7cfdaccd165da6985b,animate_moral,Q2,80,True
689,5f9d4a6a428ebf253767a1b3,animate_moral,Q2,66,True
690,6108ba04ebaf050fcba81719,animate_moral,Q2,100,True
691,6147539b00c6232dc29b5f4e,animate_moral,Q2,85,True
692,60fd40ec68ad5cc39b5c5dd6,animate_moral,Q2,70,True
693,5eeadfc8f9a5a9206e2a5841,animate_moral,Q2,68,True
694,5f5aac0291f8b61a084d1bd6,animate_moral,Q2,67,True
695,5f51928b9cd7773e67c1f84a,animate_moral,Q2,100,True
696,5fef10fbbf9ae41f48f739ee,animate_moral,Q2,0,True
697,5cea26087afd86001a34a5db,animate_moral,Q2,61,True
698,5615f3a47ffc8a000f812714,animate_moral,Q2,100,True
699,5ff048ba60d5fbeed3859040,animate_moral,Q2,100,True
700,60426ee0eea59612c23d9dea,animate_moral,Q2,63,True
701,5f9ac3c5a7692c20da68b8e4,animate_moral,Q2,81,True
702,60619908bd113f7ba632ea4f,animate_moral,Q2,1,True
703,6169e42569630f4402fe9b3b,animate_moral,Q2,64,True
704,6159ef42f31dec16bafb4fcd,animate_moral,Q2,100,True
705,5c630bf6787ee80001ffb964,animate_moral,Q2,79,True
706,56ab293010b7790005cb555d,animate_moral,Q2,64,True
707,5c0fe0a90ffbc700019620f1,animate_moral,Q2,84,True
708,5be7f39733f40a00010310e2,animate_moral,Q2,100,True
709,60304fde9070c1ec23a04af7,animate_moral,Q2,59,True
710,5dbe90f8965e863667a79ca8,animate_moral,Q2,97,True
711,58d3c97d42648b0001f21cc4,animate_moral,Q2,89,True
712,5b0d0beed282ff00015b9972,animate_moral,Q2,82,True
713,60ba0dedccff8482dad29857,animate_moral,Q2,67,True
714,61035836646fb6ee2152f950,animate_moral,Q2,100,True
715,57daa4ae13345400011701e1,animate_moral,Q2,84,True
716,60a633760a932c3b1150e376,animate_moral,Q2,72,True
717,60fd5ac7b32b85199260f069,animate_moral,Q2,69,True
718,5ede846106e3cc0ffc9f70d6,animate_moral,Q2,96,True
719,5f1f899fbfbf3a1a7a81803f,animate_moral,Q2,100,True
720,559b8c79fdf99b5ae13fd3d1,animate_moral,Q2,56,True
721,5cc747f20e1199001a73462e,animate_moral,Q2,87,True
722,5f070ac2186c1705faf4a767,animate_moral,Q2,86,True
723,5effca0389eb590c6eed8d4d,animate_moral,Q2,100,True
724,6150ea24533ea8f02c003739,animate_moral,Q2,100,True
725,5f9aecbce8bb2a105514c476,animate_moral,Q2,89,True
726,6100b28a6b2ffe6196bf5a1d,animate_moral,Q2,90,True
727,61074ae39758fafd7c8bc047,animate_moral,Q2,68,True
728,5e6d704c69f931345b45cecb,animate_moral,Q2,100,True
729,5de3fad11fd581402cebf1b8,animate_moral,Q2,100,True
730,61016aee5c4aa0a0e9470079,animate_moral,Q2,76,True
731,5e4daf90ec361d0b2c62fe1f,animate_moral,Q2,100,True
732,60bddcd773995fd294521e32,animate_moral,Q2,100,True
733,5fe874078ac1826e00c70e6a,animate_moral,Q2,98,True
734,5c16c04cd0194b0001e693f0,animate_moral,Q2,81,True
735,5f48d42a7bb92a39760f70b2,animate_moral,Q2,100,True
736,5ca9e89dcb4af3001440da22,animate_moral,Q2,96,True
737,611cdb1f61cd8dc4c5b62318,animate_moral,Q2,6,True
738,601b0bb701bf1846530f08e9,animate_moral,Q2,6,True
739,5d97a5de382fc80015774071,animate_moral,Q2,62,True
740,5f2d2e2dd8690b020bd50292,animate_moral,Q2,16,True
741,60ce49df1fc9e7d48f153c88,animate_moral,Q2,95,True
742,5b697ffb3653d200018b31dc,animate_moral,Q2,18,True
743,5f392fae9168cc472f0468f6,animate_moral,Q2,100,True
744,6110d2e3247a4ddc7c440cc5,animate_moral,Q2,100,True
745,5cdbd587763dd00019702450,animate_moral,Q2,74,True
746,5bc23fc683f9420001010af8,animate_moral,Q2,100,True
747,60ed501279c68ea1a313d0aa,animate_moral,Q2,71,True
748,5c4fe78f8ac59200014cf239,animate_moral,Q2,49,True
749,5f4969c55c200816843a15a8,animate_moral,Q2,94,True
750,5a9c75aaf05361000172078e,animate_moral,Q2,100,True
751,5ea9104773b05237212085a2,animate_moral,Q2,100,True
752,57fe48c390de420001673796,animate_moral,Q2,57,True
753,5ee251b75a4f0e30bbc5a19f,animate_moral,Q2,32,True
754,60f020bdc86fdfb6ac029e7e,animate_moral,Q2,74,True
755,614e197b8b4b62d112f319f5,animate_moral,Q2,100,True
756,5c67a81eeffdaa0001d7865d,animate_moral,Q2,100,True
757,5b40ff8b3d066d0001609b63,animate_moral,Q2,98,True
758,5c0522c69cfe460001799999,animate_moral,Q2,74,True
759,57e17bdc1334540001170aa0,animate_moral,Q2,100,True
760,5fc52108a3ede10f552866cb,animate_moral,Q2,100,True
761,5ba64c756f8fe20001ef3410,animate_moral,Q2,100,True
762,5fba6c2d012e37a154345985,animate_moral,Q2,100,True
763,5c093dcf4209380001b43779,animate_moral,Q2,62,True
764,5f2c0173c2a0880139c1edae,animate_moral,Q2,99,True
765,5f394ce53b053607008f4b74,animate_moral,Q2,87,True
766,5e360848a42bce5c5fce0b89,animate_moral,Q2,99,True
767,5c319c5f10677f0001ddced8,animate_moral,Q2,100,True
768,5bba3eecccb6f40001851cb3,animate_moral,Q2,0,True
769,5e957b3740aaf48f56b24c7d,animate_moral,Q2,79,True
770,6101d54cda47e718ce0cca8a,animate_moral,Q2,80,True
771,5fb6bb7c19e6d00f86af4633,animate_moral,Q2,100,True
772,601689ee246e5121a41fb230,animate_moral,Q2,3,True
773,5db2d023d76f07000b00349a,animate_moral,Q2,85,True
774,5df2a404dcd3e31be99e21a1,animate_moral,Q2,65,True
775,60059c69e9950473fb485ec3,animate_moral,Q2,100,True
776,5c7c73feeaf40f0015c8f4be,animate_moral,Q2,70,True
777,60670075662d19e13a79d7e9,animate_moral,Q2,66,True
778,5fea1afc539a389dc0cfc46a,animate_moral,Q2,88,True
779,61688a789b6c730911ab221a,animate_moral,Q2,100,True
780,5f4380bb7ca9ca5ca407fc04,animate_moral,Q2,95,True
781,60656a924c99543d12555b86,animate_moral,Q2,80,True
782,5efcf3be07207311b09d14ab,animate_moral,Q2,72,True
783,610310f05510d2e94e1e5195,animate_moral,Q2,100,True
784,610e4fb281cfbf0d43c41a17,inanimate,Q2,60,False
785,60b9585537f22407ad740a00,inanimate,Q2,50,False
786,6164c48c8a90518467dbc4bf,inanimate,Q2,70,False
787,6147bfb9cde2c8528f408f32,inanimate,Q2,73,False
788,60e00c5c7ea8b0ffbb4564d6,inanimate,Q2,53,False
789,61021ada16e91d9112f5ebb2,inanimate,Q2,8,False
790,60adbd85d31d5039d3638816,inanimate,Q2,22,False
791,596e7593b174180001756f23,inanimate,Q2,0,False
792,57fefff657ee39000120e089,inanimate,Q2,0,False
793,5f0acc0439b4ab000997426b,inanimate,Q2,25,False
794,5f4abba4eae118551d4dc244,inanimate,Q2,25,False
795,61469239c9693a82e6d45670,inanimate,Q2,18,False
796,606f51ece670ab12afc71ce7,inanimate,Q2,50,False
797,5e95e13353784a035e2f643e,inanimate,Q2,19,False
798,60ead674176a85a9781860eb,inanimate,Q2,12,False
799,5c56525a53fba80001bd0512,inanimate,Q2,22,False
800,5fef3d23f0b5edd6fabe8e64,inanimate,Q2,36,False
801,6090bfcf16b36cd584871bef,inanimate,Q2,83,False
802,6091d120ae5a1f97a574bc7f,inanimate,Q2,62,False
803,5f74af468549be0a901bd70a,inanimate,Q2,0,False
804,61399c8c5324bd8faa74804b,inanimate,Q2,23,False
805,6169fde51cf7965b44565953,inanimate,Q2,86,False
806,546f8a9cfdf99b4a593414ea,inanimate,Q2,33,False
807,5e1f0f5628b7b62348f7ba3e,inanimate,Q2,54,False
808,5ebca8441a2b811012a6d659,inanimate,Q2,76,False
809,5e71ab071b6e9c0d4c356574,inanimate,Q2,15,False
810,5bfc4058bab673000163c8af,inanimate,Q2,0,False
811,5e56bea5817a2406b438e438,inanimate,Q2,50,False
812,6082a48e229f037b91a46980,inanimate,Q2,65,False
813,5f10da001b822c2988fbdb89,inanimate,Q2,0,False
814,5a232191cbf02200012a2283,inanimate,Q2,1,False
815,5eefeb8dbfeeec0ff35fa069,inanimate,Q2,79,False
816,608eca7ccddd6b465ae4805b,inanimate,Q2,100,False
817,617162c5ec8af8ce4171014e,inanimate,Q2,0,False
818,6102ece37ca2ba866c2bacdb,inanimate,Q2,22,False
819,607c9413c9449d48ec100264,inanimate,Q2,16,False
820,600a068fd2d91d1165dfa63f,inanimate,Q2,26,False
821,5d2ea01011969300154a9128,inanimate,Q2,65,False
822,5c5a00f19dd64d00018adbbf,inanimate,Q2,0,False
823,60cfd76e520be4dc4df2fe9c,inanimate,Q2,99,False
824,5aff2de2a415960001f26f36,inanimate,Q2,65,False
825,611ec117c0e26bf092778d95,inanimate,Q2,45,False
826,6152495859853a1fdf5344dd,inanimate,Q2,0,False
827,562bc30a733ea00011162c34,inanimate,Q2,0,False
828,61037333eaacd23a3460ffc2,inanimate,Q2,63,False
829,612ae81934e6721f65cff6bf,inanimate,Q2,0,False
830,5ca29ee193d3840001f6499a,inanimate,Q2,8,False
831,60fd4227a0da73a530f9c5a7,inanimate,Q2,25,False
832,6033f4900b194d182989affc,inanimate,Q2,21,False
833,60c576afaf4b447a213b4341,inanimate,Q2,0,False
834,612fcad522ed543102f8c131,inanimate,Q2,0,False
835,5bdc76705489a000010700a7,inanimate,Q2,0,False
836,60ff03f68ae5332168bc44fc,inanimate,Q2,13,False
837,61138381773b58d0a5cf3b63,inanimate,Q2,72,False
838,5f053ca10207bf83952e9acd,inanimate,Q2,0,False
839,5a16eb755d06850001b00bea,inanimate,Q2,0,False
840,573a55c612d1d800103630de,inanimate,Q2,5,False
841,610b9cb8a9807a6d2ecb8014,inanimate,Q2,0,False
842,60d3d69a45d9888cf9d8aed8,inanimate,Q2,0,False
843,5e438f71fb96eb21ca42b7c3,inanimate,Q2,0,False
844,6171fc01ea5e812189f43c96,inanimate,Q2,32,False
845,59be90270ac77f0001f059e6,inanimate,Q2,50,False
846,6108d6648dca54b93315a79a,inanimate,Q2,0,False
847,60ff465b8c7bd7f02b17e6ef,inanimate,Q2,14,False
848,5f88e12c764cc40463b32be9,inanimate,Q2,19,False
849,5f20a850b6d5ed3d186bc3c3,inanimate,Q2,0,False
850,60feccd7d60422ba8f1aad8e,inanimate,Q2,0,False
851,5ed0823f15939815fdb1d2bb,inanimate,Q2,0,False
852,5cfaf97eadb3da00013c1eaa,inanimate,Q2,25,False
853,5f10d3f1be1cf9403317378c,inanimate,Q2,33,False
854,5fc4f9342a65ce0623fe9c27,inanimate,Q2,0,False
855,5f8def49d89ea0182c5f799d,inanimate,Q2,57,False
856,5fa9bafed4c7d12250deda41,inanimate,Q2,79,False
857,5e8a6fadb7d18970f2762e72,inanimate,Q2,88,False
858,5d1d49b9bfcb7c001acc9a34,inanimate,Q2,27,False
859,5e4e8d26280b39000cac4bf2,inanimate,Q2,89,False
860,5b532ca12a4d0c0001ae2a1d,inanimate,Q2,59,False
861,5aae3c75fb22320001baa633,inanimate,Q2,6,False
862,5e3a069ef4b5e1000d04b724,inanimate,Q2,27,False
863,5fff1e3163c21663a9a74f71,inanimate,Q2,24,False
864,608bfe17112cfb1ce4d30f85,inanimate,Q2,13,False
865,5e234e6d06121f5eceaba7f1,inanimate,Q2,4,False
866,57a0d81d81f331000139d989,inanimate,Q2,49,False
867,5e87376de52ccb3836217367,inanimate,Q2,40,False
868,5fb2ddb925a37f9a1774289e,inanimate,Q2,0,False
869,6091a9882d1dbdad61a65ddc,inanimate,Q2,33,False
870,5e31d979f9387b1c0ce7ffd8,inanimate,Q2,1,False
871,6143af8721d1445864c4f6c8,inanimate,Q2,66,False
872,5b258c9ba7cee100011d8aad,inanimate,Q2,0,False
873,600d0be4a2bd644737280aa1,inanimate,Q2,66,False
874,5ce5bcf74caf470001da7c33,inanimate,Q2,14,False
875,5d84d4306981dc001a6162c3,inanimate,Q2,0,False
876,5d27ece8379e510019491b5f,inanimate,Q2,56,False
877,5a99f17035237b0001128ff2,inanimate,Q2,28,False
878,5e6f4a7338d4525042c296ef,inanimate,Q2,37,False
879,5bf0d82b5823f30001538ff5,inanimate,Q2,83,False
880,5fb430c4ca50ba09c09927fe,inanimate,Q2,25,False
881,5ddc3d821096eab9b719ca02,inanimate,Q2,0,False
