,id,date,jspsychID,prolificID,completion,block,trial_num,stimulus,time_elapse,causal_rating,cf_resp,animacy_rating,cause_rt,anim_rt,cf_rt,trial_rt,subject_id,vid_num,agent,outcome,cf
98,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,3,13_a_out_out.mp4,71783.0,30,,100,4724.399999999994,5844.699999999997,,7340.399999999994,143,13,animate,outcome_out,cf_out
99,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,4,10_a_in_in.mp4,81567.0,30,,100,5620.800000000003,7348.700000000012,,9029.100000000006,143,10,animate,outcome_in,cf_in
100,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,5,20_p_out_in.mp4,91511.0,80,,3,4449.300000000003,9024.800000000003,,9688.900000000009,143,20,inanimate,outcome_out,cf_in
101,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,6,03_a_in_out.mp4,100816.0,93,,100,4913.599999999977,7298.099999999977,,8049.5,143,03,animate,outcome_in,cf_out
103,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,8,23_a_out_in.mp4,120224.0,76,,100,3957.7999999999884,5269.799999999988,,7382.5,143,23,animate,outcome_out,cf_in
104,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,9,09_p_in_in.mp4,131696.0,67,,1,5795.600000000006,9004.0,,9716.100000000006,143,09,inanimate,outcome_in,cf_in
105,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,10,02_p_in_out.mp4,142935.0,44,,1,6372.0,8891.600000000006,,9483.899999999994,143,02,inanimate,outcome_in,cf_out
106,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,11,02_a_in_out.mp4,152648.0,61,,100,4716.799999999988,7972.799999999988,,8709.5,143,02,animate,outcome_in,cf_out
107,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,12,06_p_in_out.mp4,163999.0,100,,1,4098.399999999994,5716.5,,9845.0,143,06,inanimate,outcome_in,cf_out
108,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,13,23_p_out_in.mp4,180479.0,39,,1,5952.0,8127.399999999994,,14463.600000000006,143,23,inanimate,outcome_out,cf_in
109,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,14,06_a_in_out.mp4,187735.0,100,,100,3926.0,5022.299999999988,,6502.100000000006,143,06,animate,outcome_in,cf_out
110,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,15,22_p_out_in.mp4,196039.0,66,,1,4964.899999999994,6197.1999999999825,,7549.0,143,22,inanimate,outcome_out,cf_in
111,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,16,18_p_out_out.mp4,204423.0,1,,1,3995.0,5650.399999999994,,7129.8000000000175,143,18,inanimate,outcome_out,cf_out
112,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,17,14_p_out_out.mp4,212743.0,57,,1,5521.099999999977,6777.5,,7553.399999999994,143,14,inanimate,outcome_out,cf_out
113,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,18,22_a_out_in.mp4,224320.0,81,,100,8501.0,9709.700000000012,,10309.5,143,22,animate,outcome_out,cf_in
116,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,21,12_p_in_in.mp4,275408.0,1,,1,6109.0,7324.200000000012,,11452.900000000023,143,12,inanimate,outcome_in,cf_in
117,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,22,24_p_out_in.mp4,288896.0,74,,1,5743.400000000023,10839.600000000035,,11727.400000000023,143,24,inanimate,outcome_out,cf_in
118,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,23,15_p_out_out.mp4,302655.0,25,,1,10694.700000000012,11646.599999999977,,12254.399999999965,143,15,inanimate,outcome_out,cf_out
119,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,24,04_a_in_out.mp4,309128.0,83,,100,4486.400000000023,5517.799999999988,,6213.900000000023,143,04,animate,outcome_in,cf_out
120,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,25,03_p_in_out.mp4,318679.0,84,,1,4254.5,5510.400000000023,,8534.5,143,03,inanimate,outcome_in,cf_out
121,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,26,13_p_out_out.mp4,326023.0,100,,1,4506.600000000035,5578.700000000012,,6338.0,143,13,inanimate,outcome_out,cf_out
122,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,27,17_a_out_out.mp4,333047.0,1,,100,3541.2000000000116,4477.200000000012,,5268.799999999988,143,17,animate,outcome_out,cf_out
123,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,28,18_a_out_out.mp4,339215.0,1,,100,3749.5,4772.799999999988,,5413.0,143,18,animate,outcome_out,cf_out
124,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,29,12_a_in_in.mp4,349480.0,1,,100,6485.299999999988,9101.200000000012,,9996.900000000023,143,12,animate,outcome_in,cf_in
125,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,30,05_p_in_out.mp4,358567.0,100,,1,5498.0,7210.100000000035,,8081.5,143,05,inanimate,outcome_in,cf_out
126,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,31,09_a_in_in.mp4,368752.0,34,,100,6284.400000000023,8460.100000000035,,9180.400000000023,143,09,animate,outcome_in,cf_in
127,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,32,04_p_in_out.mp4,386559.0,66,,14,6876.200000000012,15021.0,,15803.5,143,04,inanimate,outcome_in,cf_out
128,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,33,15_a_out_out.mp4,394448.0,57,,100,4720.100000000035,5800.0,,6384.100000000035,143,15,animate,outcome_out,cf_out
129,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,34,24_a_out_in.mp4,412512.0,72,,100,4790.799999999988,14790.5,,16054.399999999965,143,24,animate,outcome_out,cf_in
130,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,35,01_a_in_out.mp4,422559.0,76,,100,4333.600000000035,8422.400000000023,,9293.5,143,01,animate,outcome_in,cf_out
131,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,36,21_p_out_in.mp4,429543.0,65,,1,3806.6999999999534,5063.299999999988,,5718.5,143,21,inanimate,outcome_out,cf_in
132,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,37,19_a_out_in.mp4,436615.0,84,,100,4617.799999999988,5907.099999999977,,6817.900000000023,143,19,animate,outcome_out,cf_in
133,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,38,14_a_out_out.mp4,445367.0,100,,100,3586.600000000035,5130.400000000023,,7498.5,143,14,animate,outcome_out,cf_out
134,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,39,11_a_in_in.mp4,453583.0,31,,100,4714.799999999988,5946.5,,6962.5,143,11,animate,outcome_in,cf_in
135,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,40,10_p_in_in.mp4,464327.0,28,,1,5096.200000000012,9472.0,,10240.299999999988,143,10,inanimate,outcome_in,cf_in
136,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,41,11_p_in_in.mp4,472399.0,23,,1,4454.700000000012,5629.300000000047,,6317.300000000047,143,11,inanimate,outcome_in,cf_in
137,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,42,17_p_out_out.mp4,488047.0,1,,1,9441.79999999993,12881.29999999993,,13889.400000000023,143,17,inanimate,outcome_out,cf_out
138,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,43,05_a_in_out.mp4,494431.0,100,,100,3404.1999999999534,4669.199999999953,,5379.79999999993,143,05,animate,outcome_in,cf_out
139,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,44,21_a_out_in.mp4,503071.0,64,,100,4845.900000000023,7268.70000000007,,8132.800000000047,143,21,animate,outcome_out,cf_in
140,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,45,20_a_out_in.mp4,513480.0,65,,100,4069.3000000000466,8014.099999999977,,8645.900000000023,143,20,animate,outcome_out,cf_in
141,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,46,01_p_in_out.mp4,525368.0,65,,26,3870.29999999993,11039.199999999953,,11622.599999999977,143,01,inanimate,outcome_in,cf_out
142,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,47,19_p_out_in.mp4,542239.0,69,,6,10643.199999999953,14530.699999999953,,15106.599999999977,143,19,inanimate,outcome_out,cf_in
143,143,2021-10-01 14:28:42.274314,1gr9ckwrg193v0y,5f3fd4d348ba6b0822da3b43,1,video-slider-response,48,16_p_out_out.mp4,552184.0,65,,1,4879.400000000023,6647.70000000007,,9439.70000000007,143,16,inanimate,outcome_out,cf_out
144,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,1,16_p_out_out.mp4,199693.0,1,,100,17489.799999952316,27912.5,,28848.199999928474,29,16,inanimate,outcome_out,cf_out
145,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,2,09_a_in_in.mp4,229014.0,80,,1,22383.699999928474,25376.599999904633,,27560.399999976158,29,09,animate,outcome_in,cf_in
146,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,3,09_p_in_in.mp4,248262.0,83,,100,17678.899999976158,9655.899999976158,,18991.399999976158,29,09,inanimate,outcome_in,cf_in
148,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,5,06_a_in_out.mp4,291526.0,100,,100,4680.200000047684,6127.700000047684,,8537.200000047684,29,06,animate,outcome_in,cf_out
149,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,6,01_a_in_out.mp4,311677.0,81,,100,16320.299999952316,17775.799999952316,,19392.399999976158,29,01,animate,outcome_in,cf_out
150,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,7,10_p_in_in.mp4,330150.0,86,,1,11784.899999976158,15560.5,,16713.0,29,10,inanimate,outcome_in,cf_in
151,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,8,19_p_out_in.mp4,354437.0,100,,12,6524.400000095367,19805.5,,22779.900000095367,29,19,inanimate,outcome_out,cf_in
152,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,9,06_p_in_out.mp4,377419.0,100,,1,8845.300000071526,22172.300000071526,,22723.100000023842,29,06,inanimate,outcome_in,cf_out
153,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,10,24_a_out_in.mp4,392014.0,66,,100,12802.200000047684,13819.399999976158,,14339.0,29,24,animate,outcome_out,cf_in
154,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,11,13_a_out_out.mp4,407356.0,13,,100,11141.299999952316,12701.0,,14581.0,29,13,animate,outcome_out,cf_out
155,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,12,11_p_in_in.mp4,423678.0,82,,1,11332.700000047684,12804.600000023842,,15060.899999976158,29,11,inanimate,outcome_in,cf_in
156,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,13,01_p_in_out.mp4,445854.0,80,,1,11191.399999976158,20784.200000047684,,21415.799999952316,29,01,inanimate,outcome_in,cf_out
157,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,14,17_p_out_out.mp4,458325.0,1,,1,5079.899999976158,6343.200000047684,,10712.200000047684,29,17,inanimate,outcome_out,cf_out
158,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,15,12_a_in_in.mp4,472005.0,1,,100,6889.600000023842,8649.800000071526,,11921.200000047684,29,12,animate,outcome_in,cf_in
159,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,16,02_p_in_out.mp4,491582.0,84,,1,11415.700000047684,16943.600000023842,,17568.200000047684,29,02,inanimate,outcome_in,cf_out
161,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,18,14_a_out_out.mp4,528981.0,100,,100,5480.600000023842,17022.799999952316,,17568.100000023842,29,14,animate,outcome_out,cf_out
162,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,19,22_p_out_in.mp4,545685.0,100,,1,10501.600000023842,14797.100000023842,,15445.5,29,22,inanimate,outcome_out,cf_in
163,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,20,23_a_out_in.mp4,567988.0,37,,100,17093.200000047684,20831.5,,21797.299999952316,29,23,animate,outcome_out,cf_in
164,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,21,19_a_out_in.mp4,576341.0,100,,100,4825.800000071526,5955.700000047684,,7098.600000023842,29,19,animate,outcome_out,cf_in
165,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,22,11_a_in_in.mp4,588901.0,11,,100,5066.399999976158,9970.300000071526,,11050.300000071526,29,11,animate,outcome_in,cf_in
166,29,2021-09-25 19:13:36.407714,1z2qa8k94m5nhuz,614e4ab1635a8e01f613b260,1,video-slider-response,23,05_a_in_out.mp4,615596.0,100,,100,22163.0,23492.0,,25187.799999952316,29,05,animate,outcome_in,cf_out
