,id,prolificID,jspsychID,time_elapse,cause_agent,cause_patient,cause_agent_rt,cause_patient_rt,anim_check,tower_check,agent_check,sub_feedback1,sub_feedback2,subject_id,id,date,prolificID,jspsychID,completion,compelete_time,exp_cond
219,220,610af4e2f955f1ab5c2fccba,na8or629nqf9rcr,68885.0,[86],"[53, 68, 30, 27]",[50165],"[21112.80000001192, 30045.700000047684, 38632.90000003576, 52932.30000001192]",1,1,1,The factors I took into play was that Pink's job was supposed to protect the tower and instead Pink hit Green which knocked over the tower. was to ,No difficulties,233,233,2021-11-29 12:56:43.102063,610af4e2f955f1ab5c2fccba,na8or629nqf9rcr,1,,animate_moral
220,221,60cd0ca27459afeb46a86b69,uorac1754dgx5q5,39693.0,[100],[69],[18782.70000000298],[21760.79999999702],1,1,1,"I considered the fact that the pink ball hit the grhi]]een ball, causing it to ",,235,235,2021-11-29 12:57:38.759374,60cd0ca27459afeb46a86b69,uorac1754dgx5q5,1,,animate_moral
221,222,60fc81b147440ec6ce5ebca4,ha3xjvl2665o151,37226.0,"[55, 55]",[70],"[16477.700000001118, 21654.800000000745]",[20675.60000000149],1,1,1,"The pink ball was supposed to protect the tower, but it eventually caused green to knock it over. However, green was already on target to knock it over, so it wasn't completely pink's fault.",Everything went great!,239,239,2021-11-29 12:58:37.348265,60fc81b147440ec6ce5ebca4,ha3xjvl2665o151,1,,animate_moral
223,224,5f984a1468d96a0e4f60cd36,8kz07xte2qdt6fz,82900.0,[80],"[51, 21]",[39087.59999990463],"[44580.199999809265, 50267.199999809265]",1,1,1,The information given in the text as well as what was seen in the videos.,,238,238,2021-11-29 12:58:08.415666,5f984a1468d96a0e4f60cd36,8kz07xte2qdt6fz,1,,animate_moral
224,225,5e52ba5431127d2e13d5c882,tek9zo4zh988dkj,49464.0,[100],[0],[13837.5],[29827.899999976158],1,1,1,I treated the balls as people,,234,234,2021-11-29 12:57:34.407475,5e52ba5431127d2e13d5c882,tek9zo4zh988dkj,1,,animate_moral
226,227,5d36af6e889109001ae67e23,yo5mr056terbyto,35190.0,[55],[29],[17160.90000000596],[19449.90000000596],1,1,1,I considered the visual representation I had just viewed,thanks!,242,242,2021-11-29 12:59:09.090286,5d36af6e889109001ae67e23,yo5mr056terbyto,1,,animate_moral
227,228,60da7d848d3fd85cfde5dd00,xxpqyg1rd29ep82,32858.0,[100],[0],[16294.80000000447],[20264.70000000298],1,1,1,Green was stopping while pink was accelerating.,No problems.,244,244,2021-11-29 12:59:16.687765,60da7d848d3fd85cfde5dd00,xxpqyg1rd29ep82,1,,animate_moral
228,229,60cd0ca27459afeb46a86b69,uorac1754dgx5q5,41681.0,[100],"[76, 76]",[28590.20000000298],"[19791.30000001192, 30105.5]",1,1,1,"I considered the fact that the pink ball hit the green ball, causing it to collide with the tower",,235,235,2021-11-29 12:57:38.759374,60cd0ca27459afeb46a86b69,uorac1754dgx5q5,1,,animate_moral
229,230,60be5cb81de91fc787d3c59c,o9qdrdv97ssb940,60554.0,"[96, 100]",[0],"[15036.800000011921, 17093.20000001788]",[24878.30000001192],1,1,1,The movement of the balls,No difficulties - made sense,243,243,2021-11-29 12:59:14.811204,60be5cb81de91fc787d3c59c,o9qdrdv97ssb940,1,,animate_moral
230,231,60fd321fe6295f528962da84,vqswg9atb7za9x8,30879.0,"[56, 65]",[81],"[11572.899999999907, 16282.800000000047]",[14327.899999999907],1,1,1,"The pink ball held more responsibility and did appear to collide with the green ball, potentially causing it to accelerate, yet it was ultimately the green that made the collision",No,240,240,2021-11-29 12:58:50.387656,60fd321fe6295f528962da84,vqswg9atb7za9x8,1,,animate_moral
231,232,61143c46fbc05c36939dce2d,qfsjmdb8w35vx5z,35951.0,[0],[100],[17443.100000023842],[20330.700000047684],1,1,1,what why and how,No complaints,248,248,2021-11-29 12:59:44.846012,61143c46fbc05c36939dce2d,qfsjmdb8w35vx5z,1,,animate_moral
232,233,55cf7e8b34e906000ee56498,mtvh9wbn0oeof7z,37405.0,"[54, 56]",[63],"[15814.700000017881, 20049]",[18415.40000000596],1,1,1,"what happened prior to the tower falling, who was responsible",it was fine thank you,236,236,2021-11-29 12:57:53.027291,55cf7e8b34e906000ee56498,mtvh9wbn0oeof7z,1,,animate_moral
233,234,60dca45abca3eb229bafdedf,n298hhb1qo060sk,65785.0,"[1, 51]",[100],"[19607, 39019]",[49423.00000000001],1,1,1,proof,,249,249,2021-11-29 12:59:45.934573,60dca45abca3eb229bafdedf,n298hhb1qo060sk,1,,animate_moral
235,236,5c2ebf3e626018000134986f,dtyg0etywptj1vr,46047.0,[63],[56],[27400.399999976158],[30549.399999976158],1,1,1,The personality of both balls,"there was no slide bar on the first video, was this right?",245,245,2021-11-29 12:59:28.468563,5c2ebf3e626018000134986f,dtyg0etywptj1vr,1,,animate_moral
236,237,6146ffb5ad445e0ab13ffcd7,3trqld0o3hhu8es,61066.0,[97],[30],[22179.10000014305],[24604.200000047684],1,1,1,pink pushed green into the tower,easy and straight forward to use,251,251,2021-11-29 13:00:06.686461,6146ffb5ad445e0ab13ffcd7,3trqld0o3hhu8es,1,,animate_moral
237,238,612d68e3c29fe8ce86a5d841,6c2wcslu3j5alb6,55083.0,"[62, 71]",[58],"[28776.000000000007, 29548]",[34193],1,1,1,I considered that fact that pink bumped into green therefore making green increase in speed.  Green was already going fast so green also took some responsibility but may have been able to come to a stop if pink had not run into green. ,no technical difficulties.  It was fun to take this survey. ,250,250,2021-11-29 13:00:06.630811,612d68e3c29fe8ce86a5d841,6c2wcslu3j5alb6,1,,animate_moral
238,239,5b101f7830d562000155a139,o0q6flfh4wxbqbt,61342.0,[60],[96],[20647.19999998808],[27331.600000023842],1,1,1,"I considered how much of an impact pink made with green just before green collided with the tower. I think green may have collided with the tower anyway, but pink pushing green forward definitely contributed a bit.",I had no difficulties or problems.,253,253,2021-11-29 13:00:17.559675,5b101f7830d562000155a139,o0q6flfh4wxbqbt,1,,animate_moral
239,240,5c48a6ba30525a000103c068,jzscb18v3bt8oy1,44149.0,[57],[62],[16963.70000000298],[19161.60000000149],1,1,1,"I considered the instructions i was given, and the speed and direction of both balls in the video where the tower is knocked down",,256,256,2021-11-29 13:00:48.234030,5c48a6ba30525a000103c068,jzscb18v3bt8oy1,1,,animate_moral
240,241,5fa685105ff13f2b95e14fc9,zlmjd4xyx57g6jo,52567.0,[1],[95],[19106],[25230.10000000894],1,1,1,I tried to see if Pink had bumped into Green and made him knock the tower down.,No,255,255,2021-11-29 13:00:45.556288,5fa685105ff13f2b95e14fc9,zlmjd4xyx57g6jo,1,,animate_moral
244,245,5701793b917228000f8dc974,bgmhvxdpto6lkgq,29929.0,[59],[43],[12869.799999952316],[15871.799999952316],1,1,1,"I watched them caefully and decided that pink collided with green, causing green to knock the tower over","The instructions were a bit vgue, and the introduction states that this task will take less than an hour, which is quite concerning as the initial invitation said it would take 6 minutes. ",247,247,2021-11-29 12:59:43.889672,5701793b917228000f8dc974,bgmhvxdpto6lkgq,1,,animate_moral
245,246,60932c952a50baf0b6614af9,cqzcsmn6t0rs58u,108850.0,[72],[65],[58146.30000001192],[61240],1,1,1,"While Green was the ball which ran towards the tower and knocked it down, it was also slowing down before it hit it, so it was Pink knocking into Green that made it go fast enough to knock the tower over. ",It went fine. I liked the little videos. ,254,254,2021-11-29 13:00:38.641084,60932c952a50baf0b6614af9,cqzcsmn6t0rs58u,1,,animate_moral
246,247,5c76474e3348af00159191e4,b0r90ax6pz6qfrp,37398.0,[83],"[86, 100]",[14293.200000017881],"[19093, 20451.80000001192]",1,1,1,Pink was supposed to protect and didnt ,I was unsure of the word animate.,257,257,2021-11-29 13:00:56.919119,5c76474e3348af00159191e4,b0r90ax6pz6qfrp,1,,animate_moral
248,249,5b86f3cb5470830001b74bbc,g6lr6kttf1xtkmd,82207.0,[68],[38],[35692.799999999814],[43340.19999999972],1,1,1,I considered how the pink ball knocked the green ball into the tower which contributed in the tower falling. ,no,259,259,2021-11-29 13:01:21.706993,5b86f3cb5470830001b74bbc,g6lr6kttf1xtkmd,1,,animate_moral
249,250,5e36f262185582000ae281b4,g66nl8adxnuos1n,76333.0,[100],[13],[23590.299999952316],[43501],1,1,1,read the text and re-watched the video,,261,261,2021-11-29 13:01:28.815651,5e36f262185582000ae281b4,g66nl8adxnuos1n,1,,animate_moral
250,251,5e7de19084be86013c19c6c9,utpy8ebavoz3ey7,48578.0,[78],[78],[17825],[30360],1,1,1,"PinPink and green are both responsible. Pink was too close to green , but green also has to be aware of the situation",,270,270,2021-11-29 13:02:09.439128,5e7de19084be86013c19c6c9,utpy8ebavoz3ey7,1,,animate_moral
251,252,60fd901d73518b2c8453e4d6,eyl84tmagdtsbwy,49924.0,[85],[54],[28484],[30824.90000000596],1,1,1,how pink influenced green,no feedback,271,271,2021-11-29 13:02:11.304528,60fd901d73518b2c8453e4d6,eyl84tmagdtsbwy,1,,animate_moral
252,253,5d3f5b4e738a5b001795f529,wqwbwbtykaqnp46,54888.0,"[50, 100]",[24],"[17881.400000000373, 29027.900000000373]",[32789.800000000745],1,1,1,"I considered who hit the tower first, which ball made the first move ",No technical difficulties ,267,267,2021-11-29 13:02:00.996015,5d3f5b4e738a5b001795f529,wqwbwbtykaqnp46,1,,animate_moral
253,254,6111560ecba47c2bcc89a17e,bg1nsng3xq2wv3y,29553.0,[75],[75],[16364.599999904633],[17133.099999904633],1,1,1,If pink was protecting the towers,"It was a little odd, but I assume it was just perception ",263,263,2021-11-29 13:01:37.238467,6111560ecba47c2bcc89a17e,bg1nsng3xq2wv3y,1,,animate_moral
254,255,5dfa9ce27dd4777fa9cd85f6,wx4xxsv8cw0ps4t,52679.0,[73],[73],[18270.39999999851],[24274.79999999702],1,1,1,I considered all of the information I was provided with along with what i observed,"It was an odd task, there were no difficulties though",273,273,2021-11-29 13:02:27.884996,5dfa9ce27dd4777fa9cd85f6,wx4xxsv8cw0ps4t,1,,animate_moral
256,257,5e1a94c4913e523023aed941,x3mvudt5whwwte1,35989.0,[79],[38],[15358.899999976158],[18247.300000071526],1,1,1,I just went by what I saw,,279,279,2021-11-29 13:02:47.155271,5e1a94c4913e523023aed941,x3mvudt5whwwte1,1,,animate_moral
257,258,5ee29028fb6eba3d81ebf0f9,md4ylqlycb9votv,29974.0,[64],[37],[16028.000000000004],[16890],1,1,1,I factored in the speed the balls were moving and the lack of changing directions of either of the balls.,No technical difficulties and task was straightforward.,268,268,2021-11-29 13:02:01.326472,5ee29028fb6eba3d81ebf0f9,md4ylqlycb9votv,1,,animate_moral
258,259,60ff33ae5d20226b12adc61c,57vd2pcybha1e1g,43168.0,[23],[80],[17171],[18904],1,1,1,I considered what each duty of the balls were.,,281,281,2021-11-29 13:02:52.924400,60ff33ae5d20226b12adc61c,57vd2pcybha1e1g,1,,animate_moral
259,260,61259b6ad1810eb9bae8f63a,e6zthhnm2w4aktd,53619.0,[76],[42],[21889],[26166],1,1,1,"Although green appeared to be headed for disaster, Pink definitely pushed green to the point of inability to stop",no,277,277,2021-11-29 13:02:42.932000,61259b6ad1810eb9bae8f63a,e6zthhnm2w4aktd,1,,animate_moral
262,263,5d6ebbf926b44400175f445a,bbcayaehma2gfq0,91421.0,[5],"[43, 68, 70, 86, 99]",[43394],"[42561, 49344, 49816, 50651, 51667.000000000015]",1,1,1,I considered what happened in the video the speed that each ball was travelling as to the effect it had on the tower.,,272,272,2021-11-29 13:02:18.572636,5d6ebbf926b44400175f445a,bbcayaehma2gfq0,1,,animate_moral
263,264,60956e12b5208f75e6be1721,tqerp8du690y9dy,41550.0,[72],"[68, 72]",[17207.899999976158],"[21241.600000023842, 23001.199999928474]",1,1,1,"speed of each ball, direction etc",,284,284,2021-11-29 13:03:11.923166,60956e12b5208f75e6be1721,tqerp8du690y9dy,1,,animate_moral
264,265,5f7e700665a5f514520a6f80,vzpogqtq1z8hnud,134668.0,"[56, 56]",[48],"[66455.30000000075, 74916.19999999925]",[82089.19999999925],1,1,1,"I tracked the movement of the balls, the pace, the distance maintained and the intention of each movement.","No, the task ran smoothly.",264,264,2021-11-29 13:01:39.658821,5f7e700665a5f514520a6f80,vzpogqtq1z8hnud,1,,animate_moral
265,266,61072832734b7e60ed3226d8,lepo38645bxz597,28465.0,[84],[10],[13045.439999550581],[14801.835000514984],1,1,1,Just from watching the video and the movement of the balls,,269,269,2021-11-29 13:02:03.110910,61072832734b7e60ed3226d8,lepo38645bxz597,1,,animate_moral
266,267,5ee64252913fac39b5b23f5d,7z1t8ux034dn099,87728.0,"[68, 75]",[87],"[27520.300000190735, 39847]",[42240.200000047684],1,1,1,"speed of green, aim of green, aim of pink, job of pink",all straight forward,278,278,2021-11-29 13:02:45.650180,5ee64252913fac39b5b23f5d,7z1t8ux034dn099,1,,animate_moral
267,268,607132b2f83c182c8800f69a,n6az2ny4jwkbdqt,39709.0,[35],[79],[18561.900000000373],[20840.900000000373],1,1,1,how well pink protected or stayed close to the building,no difficulties experienced,287,287,2021-11-29 13:03:34.786183,607132b2f83c182c8800f69a,n6az2ny4jwkbdqt,1,,animate_moral
268,269,57843b986475d400015a8e45,w0heqr417pgdlco,39623.0,[100],[0],[15238],[18782.099999999627],1,1,1,I watched the video and answered based on observations,,288,288,2021-11-29 13:03:39.206189,57843b986475d400015a8e45,w0heqr417pgdlco,1,,animate_moral
269,270,5e6f7676374f5b52f0c7ec6d,r19uw0273p49l54,29358.0,[78],[56],[16992.800000190735],[18069.400000095367],1,1,1,video,,283,283,2021-11-29 13:03:11.298572,5e6f7676374f5b52f0c7ec6d,r19uw0273p49l54,1,,animate_moral
271,272,5bee2c1fc998f000011f8095,uffh03lx9aewcm2,27943.0,[27],[75],[13059],[14857],1,1,1,"who hit the tower, how close green was to the tower and its speed when pink hit it",,274,274,2021-11-29 13:02:28.118269,5bee2c1fc998f000011f8095,uffh03lx9aewcm2,1,,animate_moral
274,275,6038f1967ebc2732a7d48e04,hx9qcpoplm1eq1n,55446.0,"[33, 58]",[40],"[26882.099999904633, 36763.799999952316]",[38214],1,1,1,If the tower would have collapsed anyway due to green. Who influenced the outcome the most. ,,294,294,2021-11-29 13:04:03.950754,6038f1967ebc2732a7d48e04,hx9qcpoplm1eq1n,1,,animate_moral
275,276,5e1b307333e83535d72af1e5,sfsmyau2dkp6gbp,43913.0,[100],[0],[21065.099999997765],[22535.39999999851],1,1,1,If Pink played a roll in the tower falling down.,,296,296,2021-11-29 13:04:19.872888,5e1b307333e83535d72af1e5,sfsmyau2dkp6gbp,1,,animate_moral
276,277,6158db93315bea523c3b5fcc,dlyjpdlgoo6rp3f,36577.0,[71],[69],[17356],[19025],1,1,1,who hit the tower  and why,,297,297,2021-11-29 13:04:28.139932,6158db93315bea523c3b5fcc,dlyjpdlgoo6rp3f,1,,animate_moral
277,278,60e63b8f4506d1b524d93542,gxzx5zcq54y07d7,27316.0,[39],[65],[12550.699999999255],[13506.599999999627],1,1,1,"I considered how pink moved when green shifted positions and also that it was designated as the protector. Therefor, I presumed pink was chasing green and green was directing itself into the tower.Pink failed to protect the tower. but did not directly cause it to fall down.",Asking about animate vs inanimate was a weird checkpoint. ,282,282,2021-11-29 13:03:10.689242,60e63b8f4506d1b524d93542,gxzx5zcq54y07d7,1,,animate_moral
278,279,60b7ed35fdba3e674240d09a,a7z498y731kspr7,216106.0,"[78, 85]","[60, 61, 75]","[29189.39999985695, 48866.299999952316]","[32228.099999904633, 33708.200000047684, 51336.09999990463]",1,1,1,I considered Pink's involvement in making the tower fall,No technical difficulties.,262,262,2021-11-29 13:01:29.337456,60b7ed35fdba3e674240d09a,a7z498y731kspr7,1,,animate_moral
279,280,61149eceb3a1c5209f41e7e8,jdhmwyv0am80cnk,81530.0,"[74, 74]",[7],"[59276, 59569]",[32557],1,1,1,the description given and the actions taken place.,it was pretty cool there was nothing strange or no problems,293,293,2021-11-29 13:04:01.910396,61149eceb3a1c5209f41e7e8,jdhmwyv0am80cnk,1,,animate_moral
280,281,5ff6c57463af76282ac64916,q1426hr7hvfx04w,29300.0,[82],[41],[14137.299999999814],[16365.5],1,1,1,the fact that pink was supposed to protect but actually bumped green into the tower,no,286,286,2021-11-29 13:03:24.015552,5ff6c57463af76282ac64916,q1426hr7hvfx04w,1,,animate_moral
281,282,5f2f0ace37658a2e315c4875,e76cbvf85jmpphz,35474.0,[85],"[84, 78]",[14441],"[18289, 19367.299999952316]",1,1,1,what i was told at the beginning and what i observed in the video,no technical difficulties. It was a little strange but not confusing,280,280,2021-11-29 13:02:51.211256,5f2f0ace37658a2e315c4875,e76cbvf85jmpphz,1,,animate_moral
282,283,60c86bd54fea02d7a6d83436,nkk5f4g9ele42p8,84758.0,"[1, 85, 3]",[90],"[20222.79999999702, 39558.099999997765, 42726]",[44894.699999999255],1,1,1,I considered who actually hit the tower and caused it to collide rather than the fact that pink pushed the green ball into the tower.,NA,292,292,2021-11-29 13:03:56.448483,60c86bd54fea02d7a6d83436,nkk5f4g9ele42p8,1,,animate_moral
284,285,61484b1caba5f192dfd4b547,jemjhalj40rchjx,121922.0,[55],[95],[34636.5],[39856.300000000745],1,1,1,watching and reading the statement on what balls did what ,no issues and not strange or confusing ,289,289,2021-11-29 13:03:39.554531,61484b1caba5f192dfd4b547,jemjhalj40rchjx,1,,animate_moral
285,286,5a5c0728ac5624000153f533,5ohguywg5yh6wzk,56006.0,[69],[29],[16586.099999964237],[20106.19999998808],1,1,1,i just watched and observed and used my video game knowledge to help my decision,it was fine,300,300,2021-11-29 13:05:01.195757,5a5c0728ac5624000153f533,5ohguywg5yh6wzk,1,,animate_moral
286,287,6173a7aa2d3f11e56d9f96f2,7go99n0gfydk1cr,64085.0,[76],[18],[31673.300000190735],[34370.300000190735],1,1,1,"Watched the clips a few times each, focussing on each colour in turn ",,290,290,2021-11-29 13:03:44.467648,6173a7aa2d3f11e56d9f96f2,7go99n0gfydk1cr,1,,animate_moral
287,288,5f36ba6cdd65440d45d9a54b,02hck0uqfc7rtjc,33889.0,[100],[69],[14019.600000023842],[16283.700000047684],1,1,1,the protection afforded by pink,the animate inanimate question I thought was a little strange,295,295,2021-11-29 13:04:09.636651,5f36ba6cdd65440d45d9a54b,02hck0uqfc7rtjc,1,,animate_moral
288,289,5a1d9acffe645f0001ea09e9,70sln5d68wklz27,39294.0,[73],[44],[16382.90000000596],[19008.5],1,1,1,I considered the speed of both balls and also how it looked as though the green ball was slowing down,"No, all good",305,305,2021-11-29 13:05:59.272572,5a1d9acffe645f0001ea09e9,70sln5d68wklz27,1,,animate_moral
290,291,6171a40fa78f30bce9262352,y5nms2wevum87wx,37551.0,"[92, 0, 6, 18]","[4, 100]","[13503.29999999702, 19385.09999999404, 20853.20000000298, 21839.59999999404]","[15021.29999999702, 22781.20000000298]",1,1,1,Who hit the tower first,,307,307,2021-11-29 13:06:11.080460,6171a40fa78f30bce9262352,y5nms2wevum87wx,1,,animate_moral
291,292,613cb18edb7eb18d77d8d1e1,ghr5evq0aro36a1,48999.0,[32],"[72, 87]",[16642.40000000596],"[18431.09999999404, 20660.69999998808]",1,1,1,I judged it just on what was shown to me. Green was the aggressor.,I thought that the questions asked were rather odd. It seems like just one possible answer from the video.,306,306,2021-11-29 13:06:05.625834,613cb18edb7eb18d77d8d1e1,ghr5evq0aro36a1,1,,animate_moral
293,295,5b68c9eb87af310001584803,5bytgqey6mje64k,115844.0,[4],[97],[44845.69999998808],[73965],1,1,1,Watching the video and paying attention,none,301,301,2021-11-29 13:05:21.838785,5b68c9eb87af310001584803,5bytgqey6mje64k,1,,animate_moral
294,296,5cf15ba06626720016e91e43,ygk16wrqxnndrtq,40157.0,"[24, 8]",[97],"[17016.299999952316, 22363.199999928474]",[19331.5],1,1,1,what colour ball went into the tower first ,no,310,310,2021-11-29 13:06:50.254044,5cf15ba06626720016e91e43,ygk16wrqxnndrtq,1,,animate_moral
295,297,6159b2c05695adb2097e50a2,zh2co5jxee8wwz3,45027.0,[0],[100],[17502],[20855],1,1,1,watched what the balls did,there only seemed to be one vdeo which was slightly disarming,304,304,2021-11-29 13:05:41.402206,6159b2c05695adb2097e50a2,zh2co5jxee8wwz3,1,,animate_moral
296,298,6113d05ff415bab1824688e3,7g9ku9720r9u2rx,42767.0,[0],[100],[19558.799999952316],[21234.799999952316],1,1,1,I saw green hit the tower first and pink was chasing green.,it was straight forward,312,312,2021-11-29 13:07:00.880558,6113d05ff415bab1824688e3,7g9ku9720r9u2rx,1,,animate_moral
297,299,5ecb871d027d970009dc05d2,b47u8fz3fx0b1dc,41707.0,"[100, 100]",[5],"[13641.200000000012, 15260.800000000017]",[26750.800000000017],1,1,1,i considered the facts from what I saw,,308,308,2021-11-29 13:06:19.813313,5ecb871d027d970009dc05d2,b47u8fz3fx0b1dc,1,,animate_moral
298,300,5c56687227d2cd0001966c15,9msnyvgtwp4ypdw,41521.0,"[36, 47]",[64],"[13901.799999998882, 27267.099999999627]",[15477],1,1,1,I watched the video and what the balls did.,No. All's good.,302,302,2021-11-29 13:05:33.272322,5c56687227d2cd0001966c15,9msnyvgtwp4ypdw,1,,animate_moral
299,301,5f71f7bb8a7dbd0a139be181,svuke21eqzrktre,67036.0,[56],[71],[18582.399999976158],[25690.100000023842],1,1,1,Who was protecting who,No everything ran perfectly fine,311,311,2021-11-29 13:06:51.887316,5f71f7bb8a7dbd0a139be181,svuke21eqzrktre,1,,animate_moral
300,302,6123eea8454d11a4aab5f42f,quye50jjj8x53xh,51712.0,[73],"[100, 100]",[15273.900000000373],"[18108.800000000745, 21351]",1,1,1,By watching the videos,None,315,315,2021-11-29 13:07:15.984058,6123eea8454d11a4aab5f42f,quye50jjj8x53xh,1,,animate_moral
301,303,5f4cc54c57230502cd1ec6a5,6z2uauz99mgjdvp,64214.0,"[81, 86]",[60],"[28723.700000047684, 36923.5]",[33691.40000009537],1,1,1,"I considered the text explaining the relevant video, and where the balls were in relation to the tower.",No tech difficulties. Nothing strange or confusing.,317,317,2021-11-29 13:07:25.692291,5f4cc54c57230502cd1ec6a5,6z2uauz99mgjdvp,1,,animate_moral
303,305,5fc3ce366a0a553fcaf30cd9,us0jym8mp7joz76,66275.0,"[0, 81]","[100, 25]","[14671.60000000149, 29229.60000000149]","[16155.60000000149, 30711.700000001118]",1,1,1,"I didn't consider anything, the questions were not really analitical, but comprehensive",,318,318,2021-11-29 13:08:04.568058,5fc3ce366a0a553fcaf30cd9,us0jym8mp7joz76,1,,animate_moral
304,306,610b274ce502b69b03ee5603,18w2410c9eleyx1,61326.0,[78],[16],[29855.400000095367],[33168.90000009537],1,1,1,"I factored in that it was pink's responsibility to protect the tower, and that green most likely wouldn't have collided with the tower if not for pink running into green.","No difficulties, all very straight forward ",319,319,2021-11-29 13:08:26.211943,610b274ce502b69b03ee5603,18w2410c9eleyx1,1,,animate_moral
305,307,602d2adcef81ce6b843da09b,7qw2ruehwh9mvhk,56383.0,"[77, 87]",[61],"[16849.69999998808, 26129.399999976158]",[27634],1,1,1,I considered the motions of the objects.,,320,320,2021-11-29 13:08:33.601120,602d2adcef81ce6b843da09b,7qw2ruehwh9mvhk,1,,animate_moral
306,308,600c27a4685f792d0bca05ae,8z92471wd96710j,37659.0,[36],[73],[15113],[19703.20000000298],1,1,1,"the momentum of green would have still caused him crash the tower, as he could not stop in time.",,314,314,2021-11-29 13:07:13.108695,600c27a4685f792d0bca05ae,8z92471wd96710j,1,,animate_moral
